id,regiao,categoria,taxa_classe1,taxa_classe2,taxa_classe3,taxa_classe4,taxa_classe5,taxa_classe6,taxa_classe_alvo,validade,segmento,atividade,sub_categoria,tipo,produto,marca,classe
719097,SUL,categoria 20,0.6706228166628583,0.6738463675663848,0.6334590145600222,0.6711623980558762,0.7139960079722327,0.667790879327984,0.6343322081513745,60,segmento 3,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 1,classe5 
719097,SÃO PAULO CAPITAL,categoria 20,0.7753911124080431,0.7576097355421376,0.6956233201016235,0.6930479053419405,0.7511530741216856,0.6962005554374872,0.7115345057031821,60,segmento 3,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 1,classe1 
719097,SÃO PAULO INTERIOR,categoria 20,0.7920965589350758,0.7794600096515627,0.8377486183328429,0.8377486183328429,0.7681891807926833,0.7168845007570119,0.7074971628648172,60,segmento 3,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 1,classe3 
719097,SÃO PAULO INTERIOR,categoria 20,0.7920965589350758,0.7794600096515627,0.8377486183328429,0.8377486183328429,0.7681891807926833,0.7168845007570119,0.7074971628648172,60,segmento 3,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 1,classe4 
719103,SUDESTE,categoria 20,0.7924759340441702,0.8250952667145919,0.8212411433787526,0.8154790953242796,0.8177793326430097,0.8325336909675655,0.7985389581687191,60,segmento 4,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 1,classe7 
719103,SUL,categoria 20,0.6493421134999697,0.630796506829338,0.63636344105506,0.6403767157614282,0.6262110184033678,0.6301699165082097,0.6184652419058685,60,segmento 4,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 1,classe1 
719103,SÃO PAULO CAPITAL,categoria 20,0.4457575658785651,0.3970093589190608,0.35159901595931464,0.35148112668144604,0.3728736796701813,0.3186682599231627,0.2832835210801377,60,segmento 4,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 1,classe1 
719103,SÃO PAULO INTERIOR,categoria 20,0.5543130634808742,0.5731702098715047,0.4217305432914091,0.4217305432914091,0.4230791872271484,0.09480329957085763,0.3993275331131976,60,segmento 4,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 1,classe2 
719109,CENTRO NORTE,categoria 20,0.8987656843573775,0.9063506778968572,0.8506849632516005,0.8537167601602309,0.8848354022275878,0.8795811292399098,0.8841074399837566,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe2 
719109,NORDESTE,categoria 20,0.8822359554122454,0.8873976380145272,0.8816504843574386,0.8857460168391104,0.8666980916102882,0.8818806079571283,0.8724553118126165,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe2 
719109,SUDESTE,categoria 20,0.7896641229078439,0.8054145322144848,0.8570056251442357,0.8457940083139672,0.8489085950554658,0.8459827858363972,0.8497557695229014,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe3 
719109,SUL,categoria 20,0.8320819764655739,0.8198319717919031,0.8170911954620962,0.8416220587538202,0.8411139646601805,0.835445961957111,0.8069484990320535,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe4 
719109,SÃO PAULO INTERIOR,categoria 20,0.8265595143418154,0.8162162557250242,0.8481148170193319,0.8481148170193319,0.8175370519167363,0.7875545648412271,0.7882097735594149,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe3 
719109,SÃO PAULO INTERIOR,categoria 20,0.8265595143418154,0.8162162557250242,0.8481148170193319,0.8481148170193319,0.8175370519167363,0.7875545648412271,0.7882097735594149,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe4 
719115,CENTRO NORTE,categoria 20,0.8687887636660756,0.8877328958651212,0.8576883129109927,0.8627829582718479,0.8493617753420752,0.8227626003107966,0.8685652523324127,60,segmento 4,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 2,classe2 
719115,NORDESTE,categoria 20,0.9144858075945121,0.9283261246223304,0.925272206573346,0.9374509545814386,0.9102529451593834,0.9378914418035688,0.936850943944294,60,segmento 4,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 2,classe7 
719115,SUDESTE,categoria 20,0.8856616499653295,0.8987500044298021,0.9002363387865178,0.8935231926703908,0.8963685104879988,0.8726063802140245,0.8784280228081636,60,segmento 4,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 2,classe3 
719115,SUL,categoria 20,0.8645182667114208,0.8498838993386761,0.8576291126594896,0.8735497779912585,0.8667045030375193,0.8729476778420954,0.8483977012799686,60,segmento 4,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 2,classe4 
719115,SÃO PAULO INTERIOR,categoria 20,0.8475382177986857,0.8643763850550132,0.8270459417078132,0.8270459417078132,0.8424608102328834,0.8666907520443734,0.8396023806746755,60,segmento 4,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 2,classe7 
719118,CENTRO NORTE,categoria 21,0.934121762751384,0.9460025856582612,0.9278016036303154,0.9183273489180503,0.9451173113236818,0.9225627953109088,0.9028577050623944,60,segmento 4,atividade 3,sub_categoria 31,tipo 3,produto 31,marca 2,classe2 
719118,NORDESTE,categoria 21,0.8858351891965625,0.9250704291125446,0.9036337268782664,0.8960815663939511,0.9017173655855872,0.9088436513105524,0.9192006235957833,60,segmento 4,atividade 3,sub_categoria 31,tipo 3,produto 31,marca 2,classe2 
719118,SUL,categoria 21,0.8348831721143051,0.8667915713433629,0.8711543372649313,0.8738096197391008,0.8640065750389474,0.8588476965510516,0.8260463880306713,60,segmento 4,atividade 3,sub_categoria 31,tipo 3,produto 31,marca 2,classe4 
719118,SÃO PAULO CAPITAL,categoria 21,0.8529235143818158,0.8989445561898035,0.884918324683415,0.8863466292544497,0.8821442954669858,0.8808097533138142,0.8748142738522899,60,segmento 4,atividade 3,sub_categoria 31,tipo 3,produto 31,marca 2,classe2 
719142,CENTRO NORTE,categoria 21,0.5663755975296589,0.6817431566401321,0.7243358234902979,0.727091178873803,0.7378393751912691,0.717090033135668,0.7006201259669804,60,segmento 2,atividade 3,sub_categoria 31,tipo 3,produto 31,marca 2,classe5 
719142,NORDESTE,categoria 21,0.7319357569144802,0.7328656615252359,0.6640687232389361,0.648212187339847,0.6403284398816315,0.6303970969928421,0.6577449618938985,60,segmento 2,atividade 3,sub_categoria 31,tipo 3,produto 31,marca 2,classe2 
719142,SÃO PAULO CAPITAL,categoria 21,0.7268516337613358,0.7675932708641218,0.7673541528709023,0.7479028169666244,0.7318922190975622,0.7403446956665043,0.7605118738094171,60,segmento 2,atividade 3,sub_categoria 31,tipo 3,produto 31,marca 2,classe2 
719157,CENTRO NORTE,categoria 20,0.8076684646323291,0.8018869935825561,0.7784015140405149,0.7855591479354309,0.7985259884503538,0.8136315569714643,0.8129403339526229,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe7 
719157,NORDESTE,categoria 20,0.8360898808650725,0.8330530077087304,0.8627554963412047,0.8436153050082299,0.8443856483971378,0.8523547564334488,0.8471581023158784,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe3 
719157,SUDESTE,categoria 20,0.7848157627525085,0.7869389733047242,0.7679165532194447,0.7692618551306041,0.7712090278593074,0.7693452575730705,0.7732788640956407,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe2 
719157,SUL,categoria 20,0.8274973178228975,0.8166931466217812,0.8359598082997832,0.8451998961002808,0.8450012933575008,0.8400116694720208,0.8340239723812746,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe4 
719157,SÃO PAULO CAPITAL,categoria 20,0.7189225803883421,0.72776772374947,0.7556555215399332,0.7556555215399332,0.7448730343745764,0.7196005928752959,0.7158993704276391,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe3 
719157,SÃO PAULO CAPITAL,categoria 20,0.7189225803883421,0.72776772374947,0.7556555215399332,0.7556555215399332,0.7448730343745764,0.7196005928752959,0.7158993704276391,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe4 
719157,SÃO PAULO INTERIOR,categoria 20,0.8180469527051631,0.8153037030882285,0.7898487044200988,0.7898487044200988,0.7848893997785918,0.8190444685837454,0.7928991517574578,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe7 
719163,CENTRO NORTE,categoria 20,0.8555978691774031,0.8687986451766037,0.8538671744218003,0.8543449698511711,0.8239644377076895,0.8396613233003807,0.8412202280317477,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe2 
719163,NORDESTE,categoria 20,0.8649376828154245,0.8767320814847217,0.8351826800332081,0.847203615095979,0.8405925287818059,0.8455269651821236,0.8436053359042799,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe2 
719163,SUDESTE,categoria 20,0.8682257136903633,0.8752712657009356,0.7919381708372935,0.8357141930112515,0.8424152755528367,0.7956723468994666,0.8090554126879796,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe2 
719163,SUL,categoria 20,0.8791001642855063,0.8760912939269392,0.8990549168996608,0.8837641821236709,0.8645938039034065,0.8911783461596021,0.8975677919329343,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe3 
719163,SÃO PAULO CAPITAL,categoria 20,0.8814757495893968,0.9020816011611472,0.8412905542187081,0.8432657270539703,0.8963939803674421,0.8679675795424162,0.8515779305603299,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe2 
719163,SÃO PAULO INTERIOR,categoria 20,0.9221032404431038,0.90670439147421,0.9168349488155878,0.9168349488155878,0.9077053867266704,0.8962969870431731,0.9123977177192027,60,segmento 4,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe1 
719166,NORDESTE,categoria 20,0.9272095668525642,0.9099328666016234,0.9278490203685262,0.9140774327384582,0.8965521823499609,0.9088326698612514,0.9201563256718472,60,segmento 3,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe3 
719166,SUL,categoria 20,0.8567061893756227,0.879145858066072,0.8654211401467717,0.8943572000950161,0.8969204481323556,0.918254934392014,0.898472709734175,60,segmento 3,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe7 
719166,SÃO PAULO CAPITAL,categoria 20,0.5996697654818162,0.637416258433954,0.5497205830355969,0.6556294226243503,0.7351481203098117,0.7181015717399479,0.6681564382760026,60,segmento 3,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe5 
719166,SÃO PAULO INTERIOR,categoria 20,0.5680698640268533,0.5896907108721625,0.614380568356375,0.614380568356375,0.6288325795073109,0.6631524221994654,0.6435253811799513,60,segmento 3,atividade 2,sub_categoria 29,tipo 2,produto 29,marca 2,classe7 
719169,CENTRO NORTE,categoria 20,0.9133553828564296,0.8951532105357821,0.8137985082391979,0.816080565326103,0.8744588657637042,0.8893252213149324,0.8816716774245028,60,segmento 3,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 2,classe1 
719169,NORDESTE,categoria 20,0.8413747610091337,0.8205137496039056,0.8530452514445387,0.8511201571273395,0.8576170895969103,0.8896755473657492,0.8746443795722284,60,segmento 3,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 2,classe7 
719169,SUDESTE,categoria 20,0.6151097541581232,0.602406194530341,0.619806768388343,0.6276657838054527,0.6241636808306386,0.6789157127138943,0.6644679093934938,60,segmento 3,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 2,classe7 
719169,SÃO PAULO INTERIOR,categoria 20,0.4894666771209028,0.4393413046887248,0.35600588050807536,0.35600588050807536,0.3434599864094917,0.3777725419476236,0.3478437875699121,60,segmento 3,atividade 2,sub_categoria 28,tipo 2,produto 28,marca 2,classe1 
803034,CENTRO NORTE,categoria 2,0.8090712984795589,0.8064721635801505,0.7765897509116426,0.7773624979955372,0.6310517641546778,0.6927553237357199,0.7374113469065503,60,segmento 2,atividade 2,sub_categoria 24,tipo 2,produto 24,marca 1,classe1 
803034,NORDESTE,categoria 2,0.2719764116172786,0.2514634625780138,-0.6037315838616141,0.3626449948400411,0.3760721411371564,0.43156892230576416,0.4314923092043833,60,segmento 2,atividade 2,sub_categoria 24,tipo 2,produto 24,marca 1,classe7 
803034,SUDESTE,categoria 2,0.7582583792283674,0.7549253284897309,0.7886433689804669,0.8006174546329097,0.8073816809110946,0.8010240983514678,0.8007473269970635,60,segmento 2,atividade 2,sub_categoria 24,tipo 2,produto 24,marca 1,classe5 
803034,SUL,categoria 2,0.7961344559415173,0.7945403101392121,0.7791340649432756,0.7791340649432756,-0.6008836016523751,0.6288724149504679,0.7174519914959119,60,segmento 2,atividade 2,sub_categoria 24,tipo 2,produto 24,marca 1,classe1 
803034,SÃO PAULO CAPITAL,categoria 2,0.7474521323509333,0.739803421426654,0.7326639685820457,0.7307265953561041,0.7240486373879312,0.7268478782840776,0.7334508922440719,60,segmento 2,atividade 2,sub_categoria 24,tipo 2,produto 24,marca 1,classe1 
803034,SÃO PAULO INTERIOR,categoria 2,0.5344421003511161,0.5401947084283023,0.522110867099145,0.522110867099145,0.513731176317882,0.4550255988992308,0.4549515559950292,60,segmento 2,atividade 2,sub_categoria 24,tipo 2,produto 24,marca 1,classe2 
811956,CENTRO NORTE,categoria 14,0.7482536382405002,0.5740504895835619,0.5449486981059465,0.5704170082299471,0.61361211443716,0.606288787531319,0.6198107703746906,180,segmento 5,atividade 4,sub_categoria 23,tipo 4,produto 23,marca 4,classe1 
811956,NORDESTE,categoria 14,0.7446222004359109,0.6046165092236409,0.6308327005148399,0.6632325753358643,0.6554416713054894,0.6522602670300184,0.6912641054826729,180,segmento 5,atividade 4,sub_categoria 23,tipo 4,produto 23,marca 4,classe1 
811956,SUDESTE,categoria 14,0.8089490813908057,0.7832264610582074,0.7573370446773663,0.7455297747729642,0.7399356081810399,0.7495959026761885,0.7490285907511245,180,segmento 5,atividade 4,sub_categoria 23,tipo 4,produto 23,marca 4,classe1 
811956,SUL,categoria 14,0.7049136851945166,0.32756675357301945,0.2700352591489016,0.2700352591489016,0.2068509738623655,0.23056753499988936,0.38253132645385496,180,segmento 5,atividade 4,sub_categoria 23,tipo 4,produto 23,marca 4,classe1 
811956,SÃO PAULO CAPITAL,categoria 14,0.6754034750993491,0.5482330768580364,0.5869172148473828,0.5855729263549503,0.3618286040416001,0.30561988669992435,0.4008628392660857,180,segmento 5,atividade 4,sub_categoria 23,tipo 4,produto 23,marca 4,classe1 
811956,SÃO PAULO INTERIOR,categoria 14,0.6265283993115318,0.3845642087947239,0.3337370417193428,0.3337370417193428,0.3714381825659149,0.34313600292446633,0.4668783757025574,180,segmento 5,atividade 4,sub_categoria 23,tipo 4,produto 23,marca 4,classe1 
819708,SUDESTE,categoria 22,0.8834561327351583,0.8937029765149224,0.8975117953824898,0.8980420407974702,0.9045605980371112,0.8771115839247159,0.8563311207773651,60,segmento 2,atividade 3,sub_categoria 32,tipo 3,produto 32,marca 1,classe5 
819708,SUL,categoria 22,0.7794784679063624,0.8195248931306325,0.8122990824065665,0.8103470779562395,0.7713629001623885,0.7643838839149818,0.7911333477283109,60,segmento 2,atividade 3,sub_categoria 32,tipo 3,produto 32,marca 1,classe2 
819708,SÃO PAULO CAPITAL,categoria 22,0.8784206951499831,0.8395771905144385,0.8533897655340457,0.8484762919024524,0.8246652320504703,0.8564083423690758,0.8407245216477,60,segmento 2,atividade 3,sub_categoria 32,tipo 3,produto 32,marca 1,classe1 
819708,SÃO PAULO INTERIOR,categoria 22,0.8283754533484562,0.8080965733409878,0.6910042894000563,0.6910042894000563,0.7512846576044006,0.7752451766994257,0.7833872530004136,60,segmento 2,atividade 3,sub_categoria 32,tipo 3,produto 32,marca 1,classe1 
833310,NORDESTE,categoria 9,0.6916960775906812,0.6629793454076083,0.6476093860714078,0.6466796879583703,0.6799271571897297,0.6569787519237456,0.6659822270764039,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe1 
833310,SUL,categoria 9,0.7842990134975358,0.828059273959877,0.8098784048055017,0.8104037058908331,0.8086386333959491,0.7939411450197895,0.8014869123046564,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe2 
833310,SÃO PAULO CAPITAL,categoria 9,0.5092902300181623,0.4750561455397663,0.4833880166209206,0.4837361961682986,0.4905466556562316,0.4972372256774983,0.4100593100132063,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe1 
836547,CENTRO NORTE,categoria 23,0.7427375418708801,0.7167486163030721,0.6443857648399812,0.6439468700947977,-2.6965693858309003,-0.13262963518740234,0.6677433932056236,90,segmento 1,atividade 3,sub_categoria 33,tipo 3,produto 33,marca 1,classe1 
836547,NORDESTE,categoria 23,0.5823268469176784,0.6074018665734835,0.5698451923356921,0.5667445618939457,0.4324870053289069,0.4859258976150955,0.5165579773448643,90,segmento 1,atividade 3,sub_categoria 33,tipo 3,produto 33,marca 1,classe2 
836547,SUDESTE,categoria 23,0.6368210130580831,0.6265719380983101,0.6432514329781478,0.6078970628582444,0.5485125946358789,0.5508409153263779,0.5707959424287592,90,segmento 1,atividade 3,sub_categoria 33,tipo 3,produto 33,marca 1,classe3 
836547,SÃO PAULO CAPITAL,categoria 23,0.5800529974554551,0.5800618480456714,0.5747969744317982,0.5721811552141964,0.5886359179380563,0.5796202429971977,0.4345822566883333,90,segmento 1,atividade 3,sub_categoria 33,tipo 3,produto 33,marca 1,classe5 
836547,SÃO PAULO INTERIOR,categoria 23,0.6735276444056453,0.6543286774334351,0.6265670013094717,0.6265670013094717,0.6178688345700565,0.5904853775643821,0.6088280226975118,90,segmento 1,atividade 3,sub_categoria 33,tipo 3,produto 33,marca 1,classe1 
840939,CENTRO NORTE,categoria 24,0.7234512253056542,0.7784678749417375,0.8021925531533469,0.8019519289376503,0.7242470241296475,0.7157183096697859,0.7500850184647379,180,segmento 1,atividade 1,sub_categoria 34,tipo 1,produto 34,marca 1,classe3 
840939,NORDESTE,categoria 24,0.6731039313025862,0.6731397264149226,0.5753303005968136,0.5743698554507133,0.5835072137759854,0.5569589896150828,0.5641230767826835,180,segmento 1,atividade 1,sub_categoria 34,tipo 1,produto 34,marca 1,classe2 
840939,SUDESTE,categoria 24,0.6030820019221343,0.6822242253412112,0.5996062446786552,0.6186357523413917,0.4876441761913364,0.5761698734487475,0.5635677842565598,180,segmento 1,atividade 1,sub_categoria 34,tipo 1,produto 34,marca 1,classe2 
840939,SUL,categoria 24,0.6716372429754027,0.6588744622140464,0.6313203869091772,0.6340201169035397,0.5751648517936088,0.5838807524552714,0.3427748568376703,180,segmento 1,atividade 1,sub_categoria 34,tipo 1,produto 34,marca 1,classe1 
840939,SÃO PAULO CAPITAL,categoria 24,0.7918300588009024,0.7613929429079342,0.7710698625945789,0.7706005080272038,0.758264315811117,0.7441479181607921,0.7378869649309728,180,segmento 1,atividade 1,sub_categoria 34,tipo 1,produto 34,marca 1,classe1 
840939,SÃO PAULO INTERIOR,categoria 24,0.6228257100057459,0.5818161064598213,0.5187692378724453,0.5187692378724453,0.3880597964376608,0.39399583435935337,0.35367848641549804,180,segmento 1,atividade 1,sub_categoria 34,tipo 1,produto 34,marca 1,classe1 
857109,CENTRO NORTE,categoria 16,0.8981381022910495,0.8457894161032112,0.8418780923526401,0.8620371620207237,0.7736724701184575,0.7888926401532579,0.8721225838305133,75,segmento 1,atividade 3,sub_categoria 35,tipo 3,produto 35,marca 1,classe1 
857109,NORDESTE,categoria 16,0.7444050220950921,0.7004831208542069,0.7250898634199896,0.729686977655572,0.7137836093967784,0.6926427883929263,0.6889012873294267,75,segmento 1,atividade 3,sub_categoria 35,tipo 3,produto 35,marca 1,classe1 
857109,SUDESTE,categoria 16,0.8265787689213949,0.7656892297399401,0.7730064629093389,0.7749926053812859,0.7826418859767409,0.7370868613312279,0.7368674345144226,75,segmento 1,atividade 3,sub_categoria 35,tipo 3,produto 35,marca 1,classe1 
857109,SUL,categoria 16,0.900285550770662,0.8362599998204203,0.8318532440127553,0.8318532440127553,0.8436255585771968,0.8266861890681034,0.8353885210983603,75,segmento 1,atividade 3,sub_categoria 35,tipo 3,produto 35,marca 1,classe1 
857109,SÃO PAULO CAPITAL,categoria 16,0.7821199582552658,0.7469223289783169,0.7972974701596048,0.769414280585468,0.7680705783256608,0.7573186079995033,0.7499404200417754,75,segmento 1,atividade 3,sub_categoria 35,tipo 3,produto 35,marca 1,classe3 
881619,NORDESTE,categoria 9,0.8072344840571135,0.7560564835163668,0.7549200684221771,0.7590439458501409,0.8150751927634241,0.8078332674833649,0.8096745530830628,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe5 
881619,SUDESTE,categoria 9,0.8100987759415599,0.7427704496630128,0.7481830468408749,0.7508875289480829,0.7871796942814341,0.7940077150201589,0.7847655543229698,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe1 
881619,SUL,categoria 9,0.8450102383495535,0.8901789863074872,0.8855349416410843,0.886120951105065,0.8689609384496416,0.856228397200979,0.86861892843565,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe2 
881619,SÃO PAULO CAPITAL,categoria 9,0.7453302990338996,0.6688054577472453,0.6622992470153576,0.6691241636694608,0.7749624552495307,0.7649436076943783,0.7500730701917889,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe5 
881619,SÃO PAULO INTERIOR,categoria 9,0.7239365774587478,0.6504898048092886,0.5793288852266818,0.5793288852266818,0.6686462861166721,0.6924204299529197,0.7059169834229837,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe1 
881670,CENTRO NORTE,categoria 9,0.8785652794200043,0.7887242882152491,0.7910384360774523,0.8044311454555242,0.7459694048205359,0.821884072401754,0.8593664385439495,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe1 
881670,NORDESTE,categoria 9,0.7481954714502993,0.7322681778898534,0.7373583534031818,0.7397929489069895,0.7546666323067219,0.7550738289402666,0.7518234578073529,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe7 
881670,SUDESTE,categoria 9,0.8371507840612549,0.7319278097841749,0.7436489161156252,0.7483655621154719,0.8220903144441245,0.8088521322077187,0.8266672730108957,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe1 
881670,SUL,categoria 9,0.7780272605274052,0.8334509079280609,0.8140592322789633,0.8145092310338409,0.8110935064552429,0.7987791314024041,0.8106454952961135,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe2 
881670,SÃO PAULO CAPITAL,categoria 9,0.7223551971459221,0.6466065411980765,0.6395470913059137,0.6399383191091701,0.7194163242782237,0.7152424294823421,0.7020728485788752,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe1 
881670,SÃO PAULO INTERIOR,categoria 9,0.6789184169241084,0.6005088532271778,0.4550362664399799,0.4550362664399799,0.5713739607306507,0.606858953093792,0.6331721817917937,180,segmento 1,atividade 1,sub_categoria 9,tipo 1,produto 9,marca 1,classe1 
894651,NORDESTE,categoria 3,0.5622415017182175,0.6273039358358579,0.6417719370288318,0.6488571754949124,0.6126839618190154,0.6273485430703567,0.6456298891690878,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe4 
894651,SUDESTE,categoria 3,0.7467487564484567,0.7325546618286425,0.7216778784229541,0.6975149858555987,0.6716301139217671,0.7122451790217231,0.7024860391127712,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe1 
894651,SUL,categoria 3,0.7629945844897299,0.7930178404160354,0.7839565602080579,0.7839565602080579,0.7735832040742431,0.7731360799455481,0.7788027033383981,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe2 
894651,SÃO PAULO INTERIOR,categoria 3,0.6576532303194972,0.6286839625586014,0.5949825872330579,0.6276958412427831,0.5975097944071353,0.5995768610964314,0.5948065204844106,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe1 
894732,CENTRO NORTE,categoria 3,0.6425187972830941,0.637490468410675,0.6562278976817907,0.6873589440734346,0.5297265474121765,0.589886564557442,0.6547574672668577,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe4 
894732,SUDESTE,categoria 3,0.7201029888391142,0.7380940056873548,0.7301952719995604,0.72496622679426,0.7101474363610503,0.7277616299374332,0.7236349774903593,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe2 
894732,SUL,categoria 3,0.7598745492731765,0.7701387573354348,0.7726041876835943,0.7726041876835943,0.7439443390451823,0.7430381463495179,0.7357807082386694,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe3 
894732,SUL,categoria 3,0.7598745492731765,0.7701387573354348,0.7726041876835943,0.7726041876835943,0.7439443390451823,0.7430381463495179,0.7357807082386694,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe4 
894732,SÃO PAULO CAPITAL,categoria 3,0.5558418060318377,0.6289090422409583,0.6185248067170444,0.6140674189916648,0.6240133336006324,0.6296134131130164,0.6188103754290878,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe7 
894732,SÃO PAULO INTERIOR,categoria 3,0.8030960119521225,0.8327567447519184,0.8345014926245701,0.8339052797728522,0.8503925684293859,0.8527731148449299,0.8452153201151091,120,segmento 1,atividade 3,sub_categoria 3,tipo 3,produto 3,marca 2,classe7 
915438,CENTRO NORTE,categoria 25,0.6863264696163525,0.7918023264006151,0.8152297901382747,0.7819331583497322,0.7683395201191632,0.5532983838695243,0.6757724033339101,90,segmento 4,atividade 3,sub_categoria 36,tipo 3,produto 36,marca 1,classe3 
915438,NORDESTE,categoria 25,0.4011345429553168,0.6611447145931857,0.6980282875494712,0.7067853891054634,0.6702640699572993,0.25415859559597753,0.6542492518940344,90,segmento 4,atividade 3,sub_categoria 36,tipo 3,produto 36,marca 1,classe4 
915438,SUDESTE,categoria 25,-0.052709418176358325,0.1111845478510458,0.13120803482212562,0.31804416604032604,0.053684237775307175,-0.3869202557230076,0.2231251177556236,90,segmento 4,atividade 3,sub_categoria 36,tipo 3,produto 36,marca 1,classe4 
915438,SÃO PAULO INTERIOR,categoria 25,0.32866621932447426,0.20879237785516505,-0.0667497089837279,-0.0667497089837279,-0.0042567315771862005,-0.17202836597028434,0.2789935929084688,90,segmento 4,atividade 3,sub_categoria 36,tipo 3,produto 36,marca 1,classe1 
917007,CENTRO NORTE,categoria 2,0.7380528892617377,0.7259619082538089,0.7187360139964646,0.7188271783293907,0.30459059742029704,0.478862727437574,0.6529733521175027,45,segmento 2,atividade 2,sub_categoria 2,tipo 2,produto 2,marca 1,classe1 
917007,NORDESTE,categoria 2,0.6799084237807913,0.6670327809734898,-1.9582138239484967,0.6302231208331133,0.5662834743551398,0.6573895353609982,0.6586479570894976,45,segmento 2,atividade 2,sub_categoria 2,tipo 2,produto 2,marca 1,classe1 
917007,SUDESTE,categoria 2,0.677009617304852,0.6713678279518054,0.6501494410970436,0.6439581043177569,0.6293960420710993,0.6188437014794337,0.6178701641355764,45,segmento 2,atividade 2,sub_categoria 2,tipo 2,produto 2,marca 1,classe1 
